date,open,high,low,close,volume
2021-12-01,190.92232554128162,191.68200100825126,185.14684220121595,185.2052764892578,13204900
2021-12-02,186.9973393885234,194.24348866762278,186.85125366161142,193.12344360351562,13976300
2021-12-03,193.10399238967494,193.29877832975214,188.98419619403023,191.20480346679688,10660500
2021-12-06,193.5909514294792,198.8989459549094,192.58778978854085,197.39906311035156,10722100
2021-12-07,200.63255875557388,202.5220133857263,200.5254242705277,201.96685791015625,11897200
2021-12-08,202.24931453224713,204.02188576019634,200.3501257661539,203.54466247558594,11749200
2021-12-09,203.08690991417032,206.67101851631028,201.7720789036644,205.8821258544922,10176800
2021-12-10,206.37883543431985,208.6676109740871,205.3659396842782,207.83975219726562,8882700
2021-12-13,206.91453852978938,207.76188048341237,204.5088940483055,205.5218048095703,8844300
2021-12-14,205.23929311703657,207.8105056617443,203.01870114029862,204.5088348388672,9832300
2021-12-15,203.9439854805216,206.95348547372322,202.44411739293022,206.77816772460938,10892500
2021-12-16,209.68051205063742,210.63498839341582,206.09640330121275,208.78448486328125,8548400
2021-12-17,207.25540219827056,207.6547230285084,202.37593051546557,206.359375,11578400
2021-12-20,203.6420649173017,204.30435494734346,201.4701727050174,203.3011932373047,9434400
2021-12-21,205.1224835878917,210.52787937440587,204.8789974250867,209.76820373535156,6993700
2021-12-22,208.27803242782252,213.23540625089137,208.27803242782252,212.28094482421875,6003400
2021-12-23,212.74844678429486,212.8263641305069,210.97586059570312,210.97586059570312,4798200
2021-12-27,212.00823428683523,212.4367722500066,209.2812015415882,211.9595489501953,4818400
2021-12-28,210.3817211827967,214.00479548267063,209.9629322307698,212.3685760498047,4279800
2021-12-29,212.08616804399722,213.2354303851876,211.66737900471588,212.48548889160156,3223100
2021-12-30,212.29069874115962,213.43994619837005,211.49205706177088,212.19329833984375,3812800
2021-12-31,211.16092313944728,212.30043652078564,209.87532401481488,211.06353759765625,4723300
2022-01-03,211.85244075753795,216.27414285297064,211.35571948346836,215.66055297851562,7694500
2022-01-04,216.21566006058382,220.8808472680026,216.03060824399924,216.66368103027344,10629300
2022-01-05,216.83898921268042,219.4004678417537,214.1898591508253,214.2677764892578,9594600
2022-01-06,212.12513354164892,216.1280463796249,211.88164739544897,214.02432250976562,7877500
2022-01-07,211.64787849675326,214.46257752831107,210.0213929529603,211.3070068359375,10702100
2022-01-10,208.40464462324633,208.61891360694935,201.1195437609859,206.447021484375,11978600
2022-01-11,205.91136790042043,209.34939118878975,203.30120347599237,208.79425048828125,8803100
2022-01-12,208.89163703188743,211.91087128529932,208.239095922659,210.089599609375,6923300
2022-01-13,211.19988998123767,214.73529873221008,209.06694895442098,209.39808654785156,8867700
2022-01-14,208.58967269202748,212.56336767171007,208.14166658530758,209.07664489746094,8838100
2022-01-18,210.25516841071217,211.2583301760709,208.74555128400624,210.089599609375,9099300
2022-01-19,207.4501756594586,212.5439011635722,206.58336566077608,209.08639526367188,9399800
2022-01-20,209.12536936670233,213.87822339905912,208.36569382693568,208.7650146484375,8532700
2022-01-21,209.8460972330362,209.98244887425633,200.4572724571555,200.56439208984375,16200200
2022-01-24,196.91211740856937,197.4380558290431,190.55226018783682,196.59072875976562,16054000
2022-01-25,194.41876310172796,200.02869197397982,191.85729961019322,196.73675537109375,12125500
2022-01-26,198.95738272808538,205.36593936836144,198.36327598428613,200.50595092773438,10817600
2022-01-27,204.04140709206925,205.46337284033334,200.48651501323326,200.7786865234375,12009800
2022-01-28,214.8910946974923,222.1761947458512,210.46939360124892,222.059326171875,26425300
2022-01-31,219.6731824877787,220.48155819707375,216.26437677594373,220.2770233154297,12380600
2022-02-01,220.98799694756605,228.497115440214,220.5205077575018,226.3057403564453,12247200
2022-02-02,225.27336418690507,229.70481460197837,224.01696746874603,229.2860107421875,10590500
2022-02-03,226.96805811025078,227.40634509831457,224.54294540645972,225.50714111328125,9968000
2022-02-04,222.54632821983398,224.2215140237776,219.08882211769873,222.43919372558594,10848100
2022-02-07,222.0593206574418,223.92929210068533,220.1211659735971,221.2412109375,5984500
2022-02-08,220.36469615768678,222.54633737520982,218.89404518633876,222.0009307861328,7542000
2022-02-09,224.13385904171747,227.07516081695775,224.12411008525794,224.8545684814453,7772800
2022-02-10,222.44991945385925,224.3229337077725,219.36724364860046,220.0696258544922,6794600
2022-02-11,221.68898723786924,223.4937220210255,218.0697677393306,219.19163513183594,7535200
2022-02-14,217.82587656758673,221.69872811434593,217.3576267881803,219.82571411132812,8280800
2022-02-15,221.7085273694135,223.6790856529725,219.40627784208615,222.2450714111328,9461700
2022-02-16,221.9328299551319,224.2545935549104,220.0793309558165,223.2205352783203,9561300
2022-02-17,222.81083507542985,223.21080556921183,218.68435125054134,219.11358642578125,8131200
2022-02-18,219.10384954639784,220.21595216422858,216.4113796087284,217.24058532714844,8121200
2022-02-22,215.61140633971493,218.85015461781902,214.53831857219822,215.90406799316406,9928800
2022-02-23,217.38689143170268,218.79165565507265,210.14846761693042,210.66549682617188,8669900
2022-02-24,198.39334010924748,212.52876154314026,196.52032610085746,211.9824676513672,13463400
2022-02-25,211.97269293315154,215.27973569567428,209.00709127973477,213.9042510986328,8463600
2022-02-28,210.71425537503072,213.29940116505887,208.0218008039793,210.83131408691406,8409400
2022-03-01,209.23148338329267,209.88508611336079,202.2076766328039,203.8563232421875,9317800
2022-03-02,201.83694304183234,205.38786798699377,201.1443257914399,203.37828063964844,8865700
2022-03-03,205.397622497696,206.32437201904864,201.50525664554647,202.1588592529297,8610000
2022-03-04,199.98343504463017,201.3199049447742,192.04262997534684,195.38868713378906,10912300
2022-03-07,194.94972112198008,195.28139742536732,185.3992983042642,186.03338623046875,13412400
2022-03-08,185.36028062315896,191.61342578369587,182.10201697193057,187.01869201660156,11070900
2022-03-09,191.69145430639537,195.59357042459172,190.46229308790453,194.87167358398438,8457600
2022-03-10,192.0816498707054,195.0472663005191,191.49634141496728,193.12547302246094,7061600
2022-03-11,195.83744714673222,195.92524118441617,191.65243427782627,191.8963165283203,5432100
2022-03-14,193.564470336053,199.42739450787855,193.31083814438685,195.427734375,7994700
2022-03-15,197.14465504966566,201.35894753904333,196.47153764771855,201.09555053710938,8277700
2022-03-16,204.8610987077382,208.44128850366926,201.93451158334193,206.68533325195312,9232300
2022-03-17,204.7928029442421,208.31446335208153,203.61242114902748,208.22666931152344,6668500
2022-03-18,206.5194951730433,213.8944923474265,205.14399565160417,213.7481689453125,14620800
2022-03-21,211.04593822574154,212.72384928018087,209.29974788237269,211.7288055419922,6101500
2022-03-22,212.50926746011214,214.19694361501018,211.8654146455982,213.1238555908203,6259900
2022-03-23,210.03139755283019,211.97269074427425,208.9583096941993,209.4265594482422,6008000
2022-03-24,209.72899833482512,212.33365914333197,208.76321920499538,211.99221801757812,5487000
2022-03-25,213.075058417617,213.5725728862907,210.4118682152469,213.08480834960938,5051400
2022-03-28,213.15306838366112,215.57237593012943,212.18728939700392,215.36752319335938,4316800
2022-03-29,219.33793997453378,223.21079135163845,218.3038816011713,222.5376739501953,8032500
2022-03-30,220.31347586139023,220.62565230065235,217.27957993724897,218.4697265625,7084000
2022-03-31,218.43072556220676,220.39153370531574,215.04563837564356,216.3430938720703,10759500
2022-04-01,217.62103596894102,221.0841672916739,216.79183027004973,220.82077026367188,6559600
2022-04-04,220.23543394248216,223.6302857689663,219.45502260734713,222.1669921875,8521200
2022-04-05,221.2792852562049,223.38643185341007,219.7964767375723,220.55738830566406,4658000
2022-04-06,217.3283838459541,217.41617789736355,213.27017899079053,213.650634765625,7430000
2022-04-07,212.96772658736288,213.32866754213845,208.4510227029413,210.86058044433594,6995100
2022-04-08,209.553391843837,214.04083140647242,207.86573076334062,211.6702880859375,5438600
2022-04-11,209.982637594132,211.98247521496415,208.18766763272052,209.494873046875,6942700
2022-04-12,211.20202568731318,211.68004024968806,205.5439545855864,206.22682189941406,7446600
2022-04-13,205.28058764298336,208.61691036611296,202.1003680385125,208.0511016845703,8052900
2022-04-14,209.02661845125266,210.66550014742742,207.32919250702105,207.58282470703125,8191600
2022-04-18,206.49021303076253,210.54841707398316,206.34388964102237,207.95350646972656,4744400
2022-04-19,207.8852338969116,211.21177644269474,207.2413811904796,210.42160034179688,5028800
2022-04-20,213.30921550950748,215.41636212500924,212.07028927464387,212.4604949951172,7178300
2022-04-21,214.13836030543746,218.4404466649525,210.08017107547553,211.1532440185547,8850300
2022-04-22,210.94840859099207,211.2605701487491,202.86126437469082,203.0758819580078,6201100
2022-04-25,201.30042131737,205.3781255182421,200.30537753874805,204.81231689453125,6839400
2022-04-26,201.91501032680102,203.4563481015574,196.1789093017578,196.1789093017578,8155300
2022-04-27,212.05074857515368,216.37235008327843,207.83647074522952,208.8705291748047,15955800
2022-04-28,215.00659157381722,219.42573687482673,213.90425389549057,215.26023864746094,10799100
2022-04-29,213.2701654552531,215.78703230034174,207.15360876229536,207.91452026367188,7965000
2022-05-02,206.58777000215818,206.94871095049527,201.89547813221404,206.3536376953125,8803700
2022-05-03,208.3827538572233,208.3827538572233,201.2223744469839,203.45632934570312,6616900
2022-05-04,204.22702412493337,209.54365477112077,200.30539295417398,209.2705078125,7191100
2022-05-05,207.07555845693867,209.32902821174198,198.10069405068896,200.21759033203125,7749600
2022-05-06,198.76406173497287,200.68585532638295,195.32044507096037,197.85682678222656,8825300
2022-05-09,195.15459794793978,195.83746533566807,187.3796298892365,188.27711486816406,10314100
2022-05-10,191.89630587785558,192.9108494340304,186.29676435855202,188.8428955078125,11016500
2022-05-11,188.75509737066514,193.46690387249208,186.71623060113046,191.9060516357422,9427300
2022-05-12,190.1321151113236,191.62752407575536,185.6556567716506,189.58477783203125,9308600
2022-05-13,192.54627997791485,196.0062421017304,192.05758383583893,194.72586059570312,6684500
2022-05-16,192.8590542406509,195.4198172735939,191.45160695377987,193.3379669189453,5161300
2022-05-17,198.26402064343668,200.1699325170781,195.62504968043262,199.3880157470703,7265600
2022-05-18,198.2347109283927,200.81502597108718,194.62813100096022,195.46868896484375,8748200
2022-05-19,191.9109838013586,195.88896270159125,188.9397028617852,192.9079132080078,9012400
2022-05-20,195.1559260065145,197.10094212479925,189.6336652717465,194.5303955078125,6966600
2022-05-23,196.33853567066205,203.25847373451174,196.2310219399057,202.8675079345703,12187400
2022-05-24,199.30002614557648,200.04283877057102,194.53034793819094,198.04896545410156,7458500
2022-05-25,196.05510367311405,200.31653438891814,195.93782137803473,199.23162841796875,5457200
2022-05-26,200.47294254006243,204.99827382605645,200.04288752621113,203.83517456054688,9212300
2022-05-27,205.25235132142487,208.40932378730844,204.90048955117817,208.06724548339844,4897200
2022-05-31,205.62378075639626,209.50402907687328,204.38248845665674,207.37330627441406,9586400
2022-06-01,207.25601096853418,209.26943643636994,204.09903846063114,205.18392944335938,5246100
2022-06-02,207.09965391480858,210.3836926403821,206.3079685377742,210.18821716308594,5337200
2022-06-03,208.13567365647017,209.36719741857584,206.49366185875857,207.8424530029297,4352500
2022-06-06,210.57914935475256,212.66099954132685,207.29511092179192,208.1259002685547,3965100
2022-06-07,206.3470442332588,210.11001030996545,205.95609330411975,209.650634765625,4493300
2022-06-08,208.92736491059068,210.69645743542273,208.01839726402335,208.67324829101562,3646300
2022-06-09,207.78379925278705,208.87848863202325,201.36234040744282,201.45030212402344,5138600
2022-06-10,197.09113042232113,198.82111878567682,194.67697050430596,194.99951171875,5162500
2022-06-13,188.62691336806202,191.4613445920118,186.76009081222688,187.9134063720703,7119200
2022-06-14,188.36302649240136,189.94639708831005,187.41495486270205,189.1449432373047,6441200
2022-06-15,191.54934238921405,194.3349164622568,187.88412119511736,191.72528076171875,6490000
2022-06-16,187.08263174809838,187.53222377751794,183.29034549981318,184.77598571777344,9887200
2022-06-17,182.70392454019364,186.984907330275,181.70699519184151,185.71429443359375,15089300
2022-06-21,191.28548072940598,192.28241027887043,189.35023296293375,189.9953155517578,6241600
2022-06-22,186.92625111122587,191.95004623081266,186.71122364233213,189.4381561279297,5138500
2022-06-23,191.70571610444165,192.99588103836598,189.07652855495041,192.1944122314453,4752800
2022-06-24,193.25976581519694,200.99094210795857,193.04473832664772,200.86387634277344,7754800
2022-06-27,201.09843800550922,202.40813992766186,198.02942720309585,198.95794677734375,6121200
2022-06-28,199.38801656686172,202.1149343490033,193.03496701938818,193.6409454345703,4354200
