date,open,high,low,close,volume
2015-01-02,26.471241668562634,26.63028955632621,26.236648546281916,26.319652557373047,26480000
2015-01-05,26.200369306757477,26.242118740894544,25.73317190381085,25.818161010742188,41182000
2015-01-06,25.869848164587637,25.90513610197525,25.12680501490509,25.180980682373047,54456000
2015-01-07,25.395198026266346,25.422035593262404,25.032374217845263,25.10692596435547,46918000
2015-01-08,24.9260099687957,25.223723979259415,24.60344348196431,25.194400787353516,73054000
2015-01-09,25.25752094384373,25.278395658281294,24.783862107791496,24.886743545532227,42000000
2015-01-12,24.813189160701313,24.864879208683654,24.399172030608803,24.7048397064209,57138000
2015-01-13,24.978694277557054,25.278397177980626,24.714777958304808,24.9404239654541,60958000
2015-01-14,24.871833998874497,25.261497237630596,24.759508694322324,25.14569091796875,52800000
2015-01-15,25.292809204416468,25.335552126151523,24.950860142602874,25.050264358520508,51068000
2015-01-16,25.00751956102786,25.390224560234675,25.004537188070817,25.37084197998047,49658000
2015-01-20,25.485654313021946,25.626807966228583,25.31666770532199,25.34499740600586,46796000
2015-01-21,25.389727564034438,25.93694654480885,25.327600166644725,25.864381790161133,46356000
2015-01-22,25.994104000095398,26.781382237523154,25.939930226438918,26.70484161376953,56068000
2015-01-23,26.741124373098828,27.10792402229873,26.627803678424787,26.935955047607422,45966000
2015-01-26,26.913589433789507,26.913589433789507,26.444899951320867,26.676013946533203,30932000
2015-01-27,26.411600861656304,26.480189756218994,25.887742182762242,25.904144287109375,39148000
2015-01-28,26.093508861914778,26.127803309190163,25.464779856503192,25.4687557220459,35822000
2015-01-29,25.49211611461799,25.605933560902205,25.02392334445883,25.50851821899414,79018000
2015-01-30,25.79529574756579,26.993111874499533,25.754539811493522,26.717266082763672,121108000
2015-02-02,26.55673159484706,26.66508294174837,25.93048818767884,26.451364517211914,75378000
2015-02-03,26.339037127251874,26.712298300361063,26.18347024293846,26.50603675842285,47062000
2015-02-04,26.498082739266763,26.67750671109463,26.09499973541369,26.148181915283203,33896000
2015-02-05,26.239137514561996,26.376315316138886,26.12532005814804,26.333572387695312,33176000
2015-02-06,26.39221672610523,26.849970214461568,26.274920167581353,26.534860610961914,42938000
2015-02-09,26.394702583940862,26.53486274926006,26.220249866573933,26.30623435974121,30314000
2015-02-10,26.448876948812714,26.88873810899349,26.300765059554827,26.846988677978516,47430000
2015-02-11,26.82561805177601,26.935956378888594,26.64022933734429,26.739633560180664,38306000
2015-02-12,26.822140435270917,27.253553156012046,26.689933892198336,27.13774871826172,48590000
2015-02-13,27.212298245859824,27.462299983128396,27.167069695343425,27.39371109008789,47382000
2015-02-17,27.393712784745222,27.485163383804768,27.00106713309623,27.088045120239258,39174000
2015-02-18,27.028896618028767,27.214285315373754,26.81667035665312,26.970745086669922,31164000
2015-02-19,26.96179961837339,27.17999062353607,26.876311881633356,27.15961265563965,30834000
2015-02-20,27.2157777945803,27.2157777945803,26.744604551097186,26.92850112915039,38234000
2015-02-23,26.789336936181428,26.80424690619084,26.441423100131434,26.59052848815918,32906000
2015-02-24,26.419055155887662,26.809215154804292,26.39171894801636,26.771940231323242,28406000
2015-02-25,26.761501948180623,27.314683786853653,26.74012859121867,27.203351974487305,40836000
2015-02-26,27.124325937460945,27.839536142608296,27.092018476673058,27.797786712646484,54032000
2015-02-27,27.74112726364611,28.30126927819519,27.685461353326275,27.96379280090332,68328000
2015-03-02,28.18098711950342,28.62780648561727,27.98963367865508,28.5795955657959,50406000
2015-03-03,28.645701078549177,28.869360100249306,28.354945298327912,28.76697540283203,50526000
2015-03-04,28.676518516460266,28.908129286119262,28.455345105382897,28.74411392211914,37964000
2015-03-05,28.808227284971622,28.986159109025166,28.739141647659157,28.8981876373291,35918000
2015-03-06,28.926519136732246,28.96528619623115,28.43248228728298,28.474231719970703,37592000
2015-03-09,28.37582199892922,28.600971274933507,28.282879264476406,28.53387451171875,23478000
2015-03-10,28.25454577510823,28.318165306259313,27.82412660946001,27.825618743896484,40080000
2015-03-11,27.82313478856001,28.04082906321506,27.604943767722194,27.618860244750977,40524000
2015-03-12,27.757529052095798,27.924526781153425,27.610909292973588,27.89122772216797,35602000
2015-03-13,27.794808186719465,28.049779309260792,27.352461349584782,27.485164642333984,35428000
2015-03-16,27.680490644451403,28.01945734380824,27.40166246427938,27.914587020874023,36856000
2015-03-17,27.748084515913447,27.8648843325832,27.55524271743775,27.71428871154785,28892000
2015-03-18,27.720251916465372,28.156635861471667,27.510012622965053,28.139240264892578,35324000
2015-03-19,28.057726216217727,28.178998636701536,27.938442676322502,28.015480041503906,24660000
2015-03-20,28.16657627961448,28.185958860824897,28.055741208461317,28.079099655151367,44320000
2015-03-23,28.131287660918552,28.312203767898065,27.985164644340323,28.0999755859375,30234000
2015-03-24,28.257529302798694,28.920552725618823,28.235162453158978,28.70484733581543,79156000
2015-03-25,28.706339141521706,28.83059394681236,28.18099021911621,28.18099021911621,53070000
2015-03-26,28.064188297016837,28.190431973632176,27.74907869560822,28.013988494873047,49842000
2015-03-27,27.924030556481892,28.03536427391083,27.680492197057724,27.711307525634766,34552000
2015-03-30,27.845501107032717,27.940430817530263,27.67353213218704,27.889734268188477,24788000
2015-03-31,27.730689353439118,27.954845124841498,27.568164237514807,27.569656372070312,34932000
2015-04-01,27.576117452789582,27.758521893581854,27.138740020685066,27.31070899963379,38902000
2015-04-02,27.207330134390567,27.236653328451794,26.860906534048045,26.90414810180664,47760000
2015-04-06,26.781380840137636,27.114384675480057,26.625317227695266,27.035358428955078,33718000
2015-04-07,27.087048879185332,27.344006948838796,27.017466496531693,27.08058738708496,27318000
2015-04-08,27.137248672730056,27.41061076070496,27.137248672730056,27.27840232849121,28386000
2015-04-09,27.296793027631875,27.304744758696863,26.935956212873805,27.237646102905273,32366000
2015-04-10,27.314685882872546,27.328602360486236,27.08655424085764,27.263492584228516,26104000
2015-04-13,27.189436871595035,27.498581744191902,27.15216005154188,27.268461227416992,29326000
2015-04-14,27.165580497306877,27.165580497306877,26.627308586154808,26.82810401916504,47206000
2015-04-15,26.737646744037985,26.99758720525316,26.459812043736665,26.890727996826172,46962000
2015-04-16,26.75702851861232,27.098977596068092,26.744604176040347,27.013988494873047,31722000
2015-04-17,26.705340982473576,26.829099049491724,26.292319242158896,26.47820281982422,49234000
2015-04-20,26.528401707285994,27.1273107964145,26.508520482821947,27.06418800354004,38508000
2015-04-21,27.152655042293624,27.22521979696823,26.948877254618964,26.98416519165039,29128000
2015-04-22,26.991125914331274,27.385758541973996,26.904644675346987,27.29530143737793,31806000
2015-04-23,27.356433435142705,27.891226190076868,27.340031331660427,27.706830978393555,78184000
2015-04-24,28.82959817178751,29.060712167168465,28.2480847431609,28.51200294494629,92168000
2015-04-27,28.467767195811504,28.60444632989507,27.94738768525864,28.137248992919922,48062000
2015-04-28,28.04778826828636,28.222242879318635,27.880790538186023,28.050273895263672,37178000
2015-04-29,27.85842423771329,28.123335957783475,27.783375744512185,27.902162551879883,33622000
2015-04-30,27.761505188871226,27.888245621470883,27.173035369890314,27.27492332458496,47240000
2015-05-01,27.36140362830632,27.396693463173715,27.030388655447087,27.39371109008789,36572000
2015-05-04,27.38526175947038,27.66856256569627,27.20633453533237,27.477210998535156,35260000
2015-05-05,27.34400805164959,27.465779122182333,26.95683042399893,26.990131378173828,28528000
2015-05-06,26.970252114825605,27.034368400931772,26.45335164816316,26.594505310058594,39034000
2015-05-07,26.635258782612787,27.09748678645185,26.513489610497952,26.940427780151367,31844000
2015-05-08,27.279894831393637,27.475222265209634,27.238145398334403,27.283870697021484,28226000
2015-05-11,27.261004407588164,27.503551146713576,27.117367033074554,27.126312255859375,21858000
2015-05-12,26.97869946972321,26.98615635066358,26.590528337649385,26.775917053222656,35282000
2015-05-13,26.86239785609169,27.029892329866318,26.788340961911835,26.813690185546875,24238000
2015-05-14,27.036352811423836,27.320648989006564,26.963291308338405,27.296293258666992,31736000
2015-05-15,27.355441105338404,27.365878463274733,26.963292219473434,27.161602020263672,33440000
2015-05-18,27.02889899196557,27.253551510773306,26.950866231822687,27.170549392700195,26706000
2015-05-19,27.23665054892845,27.505041359824173,27.192914135403655,27.300270080566406,47126000
2015-05-20,27.381781549579994,27.637746136592163,27.092516008475485,27.46080780029297,30840000
2015-05-21,27.345996869164203,27.714288661043575,27.30126506490364,27.67452621459961,34170000
2015-05-22,27.557726626527995,27.745600964370492,27.51597719500251,27.56070899963379,24266000
2015-05-26,27.46428806858799,27.501564889688055,26.986653321040645,27.196395874023438,37474000
2015-05-27,27.270447705292025,27.59897702624281,27.166074135122063,27.547286987304688,34844000
2015-05-28,27.524427309708113,27.622339395202957,27.37581867384639,27.54380989074707,23544000
2015-05-29,27.495100995647984,27.531881067331096,27.08953429872223,27.103450775146484,43446000
2015-06-01,27.27293780055574,27.36438840198054,27.01697319063839,27.296794891357422,33210000
2015-06-02,27.208322415652567,27.772937022528698,27.164584103633516,27.532379150390625,31842000
2015-06-03,27.58953417753148,27.7331734503248,27.442914427747255,27.59897804260254,26710000
2015-06-04,27.444405409302927,27.632279743591894,27.29231765562879,27.42005157470703,26866000
2015-06-05,27.435461021963704,27.501564289309275,27.205837249943343,27.31269645690918,24396000
2015-06-08,27.316671382575247,27.32959436707906,26.985656415064756,27.011999130249023,27336000
2015-06-09,27.009018115681545,27.07959589184794,26.7818799669983,26.946393966674805,30016000
2015-06-10,27.122337962705675,27.573631872671054,27.093014769910216,27.465280532836914,30316000
2015-06-11,27.55921851449903,27.57611736462879,27.294803554558847,27.338045120239258,25872000
2015-06-12,27.19440653148259,27.27889888829542,27.118859398156047,27.210311889648438,25468000
2015-06-15,26.97472418928367,27.04033071274591,26.799774724036304,26.988143920898438,27150000
2015-06-16,27.061704529971106,27.171544219827627,26.91707174898247,27.081087112426758,32526000
2015-06-17,27.10842020265218,27.25454320548368,26.92899624715774,27.167068481445312,24440000
2015-06-18,27.23664930178706,27.69639164074681,27.23664930178706,27.643211364746094,41192000
2015-06-19,27.660112909724795,27.72919854863617,27.44838338137115,27.709814071655273,59290000
2015-06-22,27.80375135499634,28.111902720889642,27.77889887879745,27.817169189453125,34752000
2015-06-23,27.822638712276305,28.076616320144566,27.691425669709112,28.00156593322754,31396000
2015-06-24,27.956338787595712,27.96429051906696,27.674528210828722,27.76200294494629,28924000
2015-06-25,27.847985730797465,27.989139383625293,27.706832077969636,27.731185913085938,26684000
2015-06-26,27.818662145941612,27.83307536913711,27.428005401227566,27.488143920898438,43676000
2015-06-29,27.174523270835074,27.380786685444715,26.850963299480878,26.90116310119629,37756000
2015-06-30,27.092019642897064,27.13227883608373,26.816173828790998,26.841026306152344,34510000
2015-07-01,27.02094791586128,27.127807125740976,26.82711072026041,27.003055572509766,30760000
2015-07-02,27.07462373719713,27.236652104497505,27.016472201917406,27.20384979248047,28124000
2015-07-06,26.95086416156579,27.265478908946076,26.943409177254182,27.11836051940918,25614000
2015-07-07,27.20832124111556,27.385756316480954,26.831580987330433,27.33754539489746,33578000
2015-07-08,27.117369669491787,27.250569699721336,26.898679996493847,26.92353057861328,27662000
2015-07-09,27.268958810610535,27.280389660484538,27.068660136852202,27.07015037536621,29766000
2015-07-10,27.520448828087403,27.797786765330745,27.435459729494525,27.639734268188477,43436000
2015-07-13,27.808722917874785,28.471746385676067,27.76846372337867,28.416080474853516,41792000
2015-07-14,28.553752506017613,29.309718639537582,28.537350402739676,29.034866333007812,74832000
2015-07-15,29.01300121330359,29.259025204741757,28.837553104120445,29.023935317993164,41466000
2015-07-16,29.299282294685987,30.04481109660686,29.22075279068116,29.909622192382812,112642000
2015-07-17,33.79730272182545,34.94044830125753,33.69790040707277,34.77245330810547,257162000
