date,open,high,low,close,volume
2015-01-02,78.15126058854695,78.49934943200917,77.27605711039311,78.02196502685547,18177500
2015-01-05,77.5545428885125,78.8176104043233,76.44065089946676,76.76885223388672,26452200
2015-01-06,76.80862146042793,77.16665024976965,74.94882181198878,75.73451232910156,27399300
2015-01-07,76.34118465765995,76.93790942358558,75.406311052124,75.73451232910156,22045300
2015-01-08,76.32128775250303,77.80316345177606,75.66489280162277,77.75343322753906,23961000
2015-01-09,77.7733156151913,78.19102974293115,76.77877189843556,77.31582641601562,21157000
2015-01-12,77.41529113770308,77.57442179890619,75.79418736247611,76.30140686035156,19190200
2015-01-13,76.80861793831514,77.65397861692576,75.43614269307824,76.03286743164062,25179600
2015-01-14,76.00303557417176,76.77877852616258,75.61516409817635,75.86380004882812,25918600
2015-01-15,75.9831654175476,76.15223608160088,73.13876888442685,73.64598846435547,34134000
2015-01-16,73.636026541969,74.90904143824821,73.4371132220708,74.76980590820312,21791500
2015-01-20,75.30685334918742,75.89363051476859,74.4117624639422,75.82401275634766,22821600
2015-01-21,75.74446699712355,76.87824643506923,75.43615322872235,76.32129669189453,25096700
2015-01-22,76.74895680050004,77.32579412759668,76.26163237687554,77.2263412475586,19519500
2015-01-23,77.22633914653431,77.7633937894509,76.61966673070825,77.40535736083984,16746500
2015-01-26,77.55454050115264,78.04186491171018,76.86830274808416,77.07715606689453,19260800
2015-01-27,76.29146517460373,76.46053582433161,75.2173558920357,75.36653900146484,20110000
2015-01-28,76.48041526811635,77.2163755125328,75.58532438287112,75.82401275634766,53306400
2015-01-29,76.43069773308339,77.59431228317389,73.80510242570428,77.57442474365234,61293500
2015-01-30,77.57441970974733,77.73355036666489,75.33669606427385,75.4958267211914,42649500
2015-02-02,75.69472516287793,75.72456026123412,73.34760131381454,74.5808334350586,41955300
2015-02-03,74.77975601180137,75.16762751407175,73.45701084366517,74.98860931396484,26957700
2015-02-04,74.68029161938509,75.93341895410114,74.60073388068233,75.21734619140625,20277400
2015-02-05,75.29691686051824,75.56544795946584,74.79964491644843,75.19746398925781,15062600
2015-02-06,75.26707971764861,75.28696725625453,73.84488169264984,74.06368255615234,21211000
2015-02-09,73.64596492400682,74.42170780548537,73.04923262646976,74.0338363647461,16194300
2015-02-10,74.44159818855417,74.9289225016013,74.09350939352048,74.77974700927734,15811300
2015-02-11,74.68029414955537,76.33124058478793,74.62062394656489,76.0925521850586,20877400
2015-02-12,76.44063916419614,76.45058672704279,75.47593043778727,75.81407928466797,17235000
2015-02-13,76.04281681815061,76.06271194298114,75.08805569599188,75.32674407958984,18621900
2015-02-17,74.88916424875835,76.49038065330942,74.67036336051882,75.1875228881836,25254400
2015-02-18,75.52566270091974,76.48042389022858,75.03833074926669,76.29145812988281,22426400
2015-02-19,76.56993696322904,79.40438571714236,76.53015429450082,78.98667907714844,45851200
2015-02-20,79.11596148422183,79.9016444006362,78.76786508770795,79.46405029296875,36931700
2015-02-23,79.52371995425659,79.7524683628953,77.95233895652463,78.40982818603516,24139100
2015-02-24,78.07169525639338,79.0463516058553,77.67387618339325,78.02196502685547,18897100
2015-02-25,78.07168629570445,79.76240767719258,78.07168629570445,79.12590026855469,25593800
2015-02-26,79.44415313158534,80.92602880304155,79.28503007499434,79.97126770019531,31111900
